player_id,player_name,first_name,last_name,nation,club,club_code,dob
10205370,Yankuba Minteh,Yankuba,Minteh,GAM,Brighton,BHA,2004
84433430,Tyrick Mitchell,Tyrick,Mitchell,ENG,Crystal Palace,CRY,1999
17912331,Kaoru Mitoma,Kaoru,Mitoma,JPN,Brighton,BHA,1997
37641302,Jakub Moder,Jakub,Moder,POL,Brighton,BHA,1999
23358035,Jeremy Monga,Jeremy,Monga,NAN,Leicester City,LEI,
73165741,Mikey Moore,Mikey,Moore,ENG,Tottenham,TOT,2007
80225472,Morato,Morato,Morato,BRA,Nott'ham Forest,NFO,2001
55731705,Álex Moreno,Álex,Moreno,ESP,Nott'ham Forest,NFO,1993
77747619,Sam Morsy,Sam,Morsy,EGY,Ipswich Town,IPS,1991
3621278,Yerson Mosquera,Yerson,Mosquera,COL,Wolves,WOL,2001
97460766,Mason Mount,Mason,Mount,ENG,Manchester Utd,MUN,1999
93153821,Divin Mubama,Divin,Mubama,ENG,Manchester City,MCI,2004
46598657,Mykhailo Mudryk,Mykhailo,Mudryk,UKR,Chelsea,CHE,2001
85707873,Marshall Munetsi,Marshall,Munetsi,ZIM,Wolves,WOL,1996
82858629,Rodrigo Muniz,Rodrigo,Muniz,BRA,Fulham,FUL,2001
31785103,Daniel Muñoz,Daniel,Muñoz,COL,Crystal Palace,CRY,1996
73259098,Arijanet Muric,Arijanet,Muric,KVX,Ipswich Town,IPS,1998
67213299,Murillo,Murillo,Murillo,BRA,Nott'ham Forest,NFO,2002
97652656,Jacob Murphy,Jacob,Murphy,ENG,Newcastle Utd,NEW,1995
11258348,Vitaliy Mykolenko,Vitaliy,Mykolenko,UKR,Everton,EVE,1999
7029649,Iliman Ndiaye,Iliman,Ndiaye,SEN,Everton,EVE,2000
27412947,Wilfred Ndidi,Wilfred,Ndidi,NGA,Leicester City,LEI,1996
36045886,Kosta Nedeljković,Kosta,Nedeljković,SRB,Aston Villa,AVL,2005
97777720,Reiss Nelson,Reiss,Nelson,ENG,Arsenal,ARS,1999
88141161,Neto,Neto,Neto,BRA,Bournemouth,BOU,1989
1260331,Pedro Neto,Pedro,Neto,POR,Chelsea,CHE,2000
27891728,Eddie Nketiah,Eddie,Nketiah,ENG,Crystal Palace,CRY,1999
80752838,Christopher Nkunku,Christopher,Nkunku,FRA,Chelsea,CHE,1997
20147638,Gustavo Nunes,Gustavo,Nunes,BRA,Brentford,BRE,2005
2835539,Matheus Nunes,Matheus,Nunes,POR,Manchester City,MCI,1998
5039855,Darwin Núñez,Darwin,Núñez,URU,Liverpool,LIV,1999
17576932,Ethan Nwaneri,Ethan,Nwaneri,ENG,Arsenal,ARS,2007
76237936,Christian Nørgaard,Christian,Nørgaard,DEN,Brentford,BRE,1994
30415813,Jake O'Brien,Jake,O'Brien,IRL,Everton,EVE,2001
55157035,Matt O'Riley,Matt,O'Riley,DEN,Brighton,BHA,2000
53828739,Dara O'Shea,Dara,O'Shea,IRL,Ipswich Town,IPS,1999
60326297,Chidozie Obi-Martin,Chidozie,Obi-Martin,DEN,Manchester Utd,MUN,2007
64765000,Wilson Odobert,Wilson,Odobert,FRA,Tottenham,TOT,2004
39011478,Chiedozie Ogbene,Chiedozie,Ogbene,IRL,Ipswich Town,IPS,1997
3863604,Caleb Okoli,Caleb,Okoli,ITA,Leicester City,LEI,2001
23736761,Robin Olsen,Robin,Olsen,SWE,Aston Villa,AVL,1990
44440822,Amadou Onana,Amadou,Onana,BEL,Aston Villa,AVL,2001
83916078,André Onana,André,Onana,CMR,Manchester Utd,MUN,1996
52317029,Paul Onuachu,Paul,Onuachu,NGA,Southampton,SOU,1994
31370856,Frank Onyeka,Frank,Onyeka,NGA,Brentford,BRE,1998
11597861,Lewis Orford,Lewis,Orford,ENG,West Ham,WHU,2006
65087138,Stefan Ortega,Stefan,Ortega,GER,Manchester City,MCI,1992
12770091,William Osula,William,Osula,DEN,Newcastle Utd,NEW,2003
98617269,Dango Ouattara,Dango,Ouattara,BFA,Bournemouth,BOU,2002
59855798,Nico O’Reilly,Nico,O’Reilly,ENG,Manchester City,MCI,2005
74838137,Alex Palmer,Alex,Palmer,ENG,Ipswich Town,IPS,1996
91337873,Cole Palmer,Cole,Palmer,ENG,Chelsea,CHE,2002
78117233,Emerson Palmieri,Emerson,Palmieri,ITA,West Ham,WHU,1994
6712377,Lucas Paquetá,Lucas,Paquetá,BRA,West Ham,WHU,1997
67126696,Thomas Partey,Thomas,Partey,GHA,Arsenal,ARS,1993
55831516,Nathan Patterson,Nathan,Patterson,SCO,Everton,EVE,2001
61154085,Andreas Pereira,Andreas,Pereira,BRA,Fulham,FUL,1996
57730481,Ricardo Pereira,Ricardo,Pereira,POR,Leicester City,LEI,1993
61259283,Kalvin Phillips,Kalvin,Phillips,ENG,Ipswich Town,IPS,1995
41308088,Jaden Philogene Bidace,Jaden,Bidace,ENG,Aston Villa,AVL,2002
90251344,Jordan Pickford,Jordan,Pickford,ENG,Everton,EVE,1994
54533641,Ethan Pinnock,Ethan,Pinnock,JAM,Brentford,BRE,1993
22231986,Daniel Podence,Daniel,Podence,POR,Wolves,WOL,1995
88021693,Alfie Pond,Alfie,Pond,ENG,Wolves,WOL,2004
56656278,Nick Pope,Nick,Pope,ENG,Newcastle Utd,NEW,1992
99817054,Pedro Porro,Pedro,Porro,ESP,Tottenham,TOT,1999
30425455,Jarell Quansah,Jarell,Quansah,ENG,Liverpool,LIV,2003
73619119,Hákon Rafn Valdimarsson,Hákon,Valdimarsson,ISL,Brentford,BRE,2001
50956184,Aaron Ramsdale,Aaron,Ramsdale,ENG,Southampton,SOU,1998
63859455,Jacob Ramsey,Jacob,Ramsey,ENG,Aston Villa,AVL,2001
34272251,Marcus Rashford,Marcus,Rashford,ENG,Manchester Utd,MUN,1997
66327340,David Raya,David,Raya,ESP,Arsenal,ARS,1995
58494388,Harrison Reed,Harrison,Reed,ENG,Fulham,FUL,1995
84189424,Remy Rees-Dottin,Remy,Rees-Dottin,ENG,Bournemouth,BOU,2006
30527146,Sergio Reguilón,Sergio,Reguilón,ESP,Tottenham,TOT,1996
27094769,Vitor Reis,Vitor,Reis,BRA,Manchester City,MCI,2006
26116528,Chadi Riad,Chadi,Riad,MAR,Crystal Palace,CRY,2003
40926230,Declan Rice,Declan,Rice,ENG,Arsenal,ARS,1999
60080624,Chris Richards,Chris,Richards,USA,Crystal Palace,CRY,2000
88188274,Richarlison,Richarlison,Richarlison,BRA,Tottenham,TOT,1997
54881076,Andrew Robertson,Andrew,Robertson,SCO,Liverpool,LIV,1994
45552662,Antonee Robinson,Antonee,Robinson,USA,Fulham,FUL,1997
20458883,Jay Robinson,Jay,Robinson,ENG,Southampton,SOU,2007
49056501,Rodri,Rodri,Rodri,ESP,Manchester City,MCI,1996
72288923,Guido Rodríguez,Guido,Rodríguez,ARG,West Ham,WHU,1994
74598187,Mads Roerslev,Mads,Roerslev,DEN,Brentford,BRE,1999
68220961,Morgan Rogers,Morgan,Rogers,ENG,Aston Villa,AVL,2002
35548309,Cristian Romero,Cristian,Romero,ARG,Tottenham,TOT,1998
29236987,Georginio Rutter,Georginio,Rutter,FRA,Brighton,BHA,2002
68288347,José Sá,José,Sá,POR,Wolves,WOL,1993
23685366,Bukayo Saka,Bukayo,Saka,ENG,Arsenal,ARS,2001
75920651,Mohamed Salah,Mohamed,Salah,EGY,Liverpool,LIV,1992
45189417,William Saliba,William,Saliba,FRA,Arsenal,ARS,2001
33666248,Robert Sánchez,Robert,Sánchez,ESP,Chelsea,CHE,1997
68620747,Jadon Sancho,Jadon,Sancho,ENG,Chelsea,CHE,2000
62133517,Ibrahim Sangaré,Ibrahim,Sangaré,CIV,Nott'ham Forest,NFO,1997
27812781,Pablo Sarabia,Pablo,Sarabia,ESP,Wolves,WOL,1992
99474653,Jeremy Sarmiento,Jeremy,Sarmiento,ECU,Brighton,BHA,2002
85497051,Ismaila Sarr,Ismaila,Sarr,SEN,Crystal Palace,CRY,1998
3495691,Sávio,Sávio,Sávio,BRA,Manchester City,MCI,2004
21070154,Oliver Scarles,Oliver,Scarles,ENG,West Ham,WHU,2005
46911785,Dane Scarlett,Dane,Scarlett,ENG,Tottenham,TOT,2004
68917375,Kevin Schade,Kevin,Schade,GER,Brentford,BRE,2001
86552037,Fabian Schär,Fabian,Schär,SUI,Newcastle Utd,NEW,1991
95557263,Jeffrey Schlupp,Jeffrey,Schlupp,GHA,Crystal Palace,CRY,1992
85139275,Alex Scott,Alex,Scott,ENG,Bournemouth,BOU,2003
66486978,Matz Sels,Matz,Sels,BEL,Nott'ham Forest,NFO,1992
10419380,Nélson Semedo,Nélson,Semedo,POR,Wolves,WOL,1993
59018545,Antoine Semenyo,Antoine,Semenyo,GHA,Bournemouth,BOU,2000
57551639,Marcos Senesi,Marcos,Senesi,ARG,Bournemouth,BOU,1997
64548858,Ryan Sessegnon,Ryan,Sessegnon,ENG,Fulham,FUL,2000
671673,Luke Shaw,Luke,Shaw,ENG,Manchester Utd,MUN,1995
27924597,Zain Silcott-Duberry,Zain,Silcott-Duberry,MSR,Bournemouth,BOU,2005
55131882,Bernardo Silva,Bernardo,Silva,POR,Manchester City,MCI,1994
69364952,Jota Silva,Jota,Silva,POR,Nott'ham Forest,NFO,1999
87942733,Eric da Silva Moreira,Eric,Moreira,GER,Nott'ham Forest,NFO,2006
17884162,Jahmai Simpson-Pusey,Jahmai,Simpson-Pusey,ENG,Manchester City,MCI,2005
18782627,Luis Sinisterra,Luis,Sinisterra,COL,Bournemouth,BOU,1999
80610580,Oliver Skipp,Oliver,Skipp,ENG,Leicester City,LEI,2000
43203228,William Smallbone,William,Smallbone,IRL,Southampton,SOU,2000
41345401,Adam Smith,Adam,Smith,ENG,Bournemouth,BOU,1991
54727208,Emile Smith Rowe,Emile,Rowe,ENG,Fulham,FUL,2000
27304893,Dominic Solanke,Dominic,Solanke,ENG,Tottenham,TOT,1997
43521733,Carlos Soler,Carlos,Soler,ESP,West Ham,WHU,1997
37425176,Julio Soler,Julio,Soler,ARG,Bournemouth,BOU,2005
56900776,Ramón Sosa,Ramón,Sosa,PAR,Nott'ham Forest,NFO,1999
34152336,Tomáš Souček,Tomáš,Souček,CZE,West Ham,WHU,1995
87215565,Boubakary Soumaré,Boubakary,Soumaré,FRA,Leicester City,LEI,1999
52186592,Djed Spence,Djed,Spence,ENG,Tottenham,TOT,2000
65233660,Jay Stansfield,Jay,Stansfield,ENG,Fulham,FUL,2002
28173446,Jason Steele,Jason,Steele,ENG,Brighton,BHA,1990
35788885,Jack Stephens,Jack,Stephens,ENG,Southampton,SOU,1994
3067654,Raheem Sterling,Raheem,Sterling,ENG,Arsenal,ARS,1994
13723927,Ross Stewart,Ross,Stewart,SCO,Southampton,SOU,1996
65005362,Jakub Stolarczyk,Jakub,Stolarczyk,POL,Leicester City,LEI,2000
30273635,John Stones,John,Stones,ENG,Manchester City,MCI,1994
79595411,Jørgen Strand Larsen,Jørgen,Larsen,NOR,Wolves,WOL,2000
23188875,Yukinari Sugawara,Yukinari,Sugawara,JPN,Southampton,SOU,2000
73415694,Kamaldeen Sulemana,Kamaldeen,Sulemana,GHA,Southampton,SOU,2002
74707164,Crysencio Summerville,Crysencio,Summerville,NED,West Ham,WHU,2001
73491825,Sammie Szmodics,Sammie,Szmodics,IRL,Ipswich Town,IPS,1995
24701161,Dominik Szoboszlai,Dominik,Szoboszlai,HUN,Liverpool,LIV,2000
94547490,Matt Targett,Matt,Targett,ENG,Newcastle Utd,NEW,1995
85375635,James Tarkowski,James,Tarkowski,ENG,Everton,EVE,1992
18734074,Marcus Tavernier,Marcus,Tavernier,ENG,Bournemouth,BOU,1999
42516983,Charlie Taylor,Charlie,Taylor,ENG,Southampton,SOU,1993
31939914,Jack Taylor,Jack,Taylor,IRL,Ipswich Town,IPS,1998
1803206,Mathys Tel,Mathys,Tel,FRA,Tottenham,TOT,2005
98842023,Kenny Tete,Kenny,Tete,NED,Fulham,FUL,1995
93444792,Thiago,Thiago,Thiago,BRA,Brentford,BRE,2001
69177318,Luke Thomas,Luke,Thomas,ENG,Leicester City,LEI,2001
47201236,Youri Tielemans,Youri,Tielemans,BEL,Aston Villa,AVL,1997
23348908,Kieran Tierney,Kieran,Tierney,SCO,Arsenal,ARS,1997
59068604,Jurriën Timber,Jurriën,Timber,NED,Arsenal,ARS,2001
30613420,Jean-Clair Todibo,Jean-Clair,Todibo,FRA,West Ham,WHU,1999
94418540,Harry Toffolo,Harry,Toffolo,ENG,Nott'ham Forest,NFO,1995
36537018,Takehiro Tomiyasu,Takehiro,Tomiyasu,JPN,Arsenal,ARS,1998
79907731,Sandro Tonali,Sandro,Tonali,ITA,Newcastle Utd,NEW,2000
63724295,Pau Torres,Pau,Torres,ESP,Aston Villa,AVL,1997
57386414,Conor Townsend,Conor,Townsend,ENG,Ipswich Town,IPS,1993
18512708,Adama Traoré,Adama,Traoré,ESP,Fulham,FUL,1996
42184671,Boubacar Traoré,Boubacar,Traoré,MLI,Wolves,WOL,2001
23481159,Mark Travers,Mark,Travers,IRL,Bournemouth,BOU,1999
40988827,Ryan Trevitt,Ryan,Trevitt,ENG,Brentford,BRE,2003
92766712,Kieran Trippier,Kieran,Trippier,ENG,Newcastle Utd,NEW,1990
30326178,Leandro Trossard,Leandro,Trossard,BEL,Arsenal,ARS,1994
39090116,Kostas Tsimikas,Kostas,Tsimikas,GRE,Liverpool,LIV,1996
44436924,Axel Tuanzebe,Axel,Tuanzebe,COD,Ipswich Town,IPS,1997
33166207,Destiny Udogie,Destiny,Udogie,ITA,Tottenham,TOT,2002
17065827,Manuel Ugarte Ribeiro,Manuel,Ribeiro,URU,Manchester Utd,MUN,2001
28621158,Lesley Ugochukwu,Lesley,Ugochukwu,FRA,Southampton,SOU,2004
24538918,Enes Ünal,Enes,Ünal,TUR,Bournemouth,BOU,1997
36115009,Virgil van Dijk,Virgil,Dijk,NED,Liverpool,LIV,1991
43752447,Jamie Vardy,Jamie,Vardy,ENG,Leicester City,LEI,1987
93933912,Renato Veiga,Renato,Veiga,POR,Chelsea,CHE,2003
31772186,Joël Veltman,Joël,Veltman,NED,Brighton,BHA,1992
16478100,Micky van de Ven,Micky,Ven,NED,Tottenham,TOT,2001
74567896,Bart Verbruggen,Bart,Verbruggen,NED,Brighton,BHA,2002
17036811,Jannik Vestergaard,Jannik,Vestergaard,DEN,Leicester City,LEI,1992
4435550,Guglielmo Vicario,Guglielmo,Vicario,ITA,Tottenham,TOT,1996
80262382,Carlos Vinícius,Carlos,Vinícius,BRA,Fulham,FUL,1995
35363124,Kyle Walker,Kyle,Walker,ENG,Manchester City,MCI,1990
55988461,Kyle Walker-Peters,Kyle,Walker-Peters,ENG,Southampton,SOU,1997
20696478,Christian Walton,Christian,Walton,ENG,Ipswich Town,IPS,1995
22169563,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,ENG,West Ham,WHU,1997
53826998,Danny Ward,Danny,Ward,WAL,Leicester City,LEI,1993
47551929,Joel Ward,Joel,Ward,ENG,Crystal Palace,CRY,1989
27758609,James Ward-Prowse,James,Ward-Prowse,ENG,West Ham,WHU,1994
1497530,Ollie Watkins,Ollie,Watkins,ENG,Aston Villa,AVL,1995
45593563,Adam Webster,Adam,Webster,ENG,Brighton,BHA,1995
6927886,Danny Welbeck,Danny,Welbeck,ENG,Brighton,BHA,1990
65788857,Welington,Welington,Welington,BRA,Southampton,SOU,2001
86038945,Timo Werner,Timo,Werner,GER,Tottenham,TOT,1996
76046292,Adam Wharton,Adam,Wharton,ENG,Crystal Palace,CRY,2004
37264378,Ben White,Ben,White,ENG,Arsenal,ARS,1997
40619918,Mats Wieffer,Mats,Wieffer,NED,Brighton,BHA,1999
7979110,Neco Williams,Neco,Williams,WAL,Nott'ham Forest,NFO,2001
37427883,Willian,Willian,Willian,BRA,Fulham,FUL,1988
77360214,Joe Willock,Joe,Willock,ENG,Newcastle Utd,NEW,1999
53076813,Callum Wilson,Callum,Wilson,ENG,Newcastle Utd,NEW,1992
96025994,Harry Wilson,Harry,Wilson,WAL,Fulham,FUL,1997
70313531,Harry Winks,Harry,Winks,ENG,Leicester City,LEI,1996
64262113,Ben Winterburn,Ben,Winterburn,ENG,Bournemouth,BOU,2004
59081840,Yoane Wissa,Yoane,Wissa,COD,Brentford,BRE,1996
73888223,Chris Wood,Chris,Wood,NZL,Nott'ham Forest,NFO,1991
83588852,Nathan Wood-Gordon,Nathan,Wood-Gordon,ENG,Southampton,SOU,2002
2596309,Luke Woolfenden,Luke,Woolfenden,ENG,Ipswich Town,IPS,1998
23196423,Yehor Yarmoliuk,Yehor,Yarmoliuk,UKR,Brentford,BRE,2004
382550,Ryan Yates,Ryan,Yates,ENG,Nott'ham Forest,NFO,1997
775898,Leny Yoro,Leny,Yoro,FRA,Manchester Utd,MUN,2005
58448358,Ashley Young,Ashley,Young,ENG,Everton,EVE,1985
60758494,Illia Zabarnyi,Illia,Zabarnyi,UKR,Bournemouth,BOU,2002
58710801,Oleksandr Zinchenko,Oleksandr,Zinchenko,UKR,Arsenal,ARS,1996
10993763,Joshua Zirkzee,Joshua,Zirkzee,NED,Manchester Utd,MUN,2001
6483073,Martin Ødegaard,Martin,Ødegaard,NOR,Arsenal,ARS,1998
